id,full_text,is_real
365,grateful matt hancock reminder british vaccine,1
366,compulsory vaccination eventually lead depopulation playing god never end well smallpox stopped cowpox invented man discovered man rna vaccine trick brain create protein shld result immunisation,0
367,received first dose pfizer vaccine today side effects feeling great cheerful staff air celebration around hospital proud grateful part historic step,1
368,amazing news mhra say pfizer oxford vaccines used pregnant breastfeeding women discussion risk benefits thank treating us grownups boob obsessed 14 month old also grateful,1
369,pharmaceutical credentialsill pass rushed vaccine lmk works though,0
370,never grateful sore arm shot safe effective id happily tolerate far worse side effects looking forward hugging parents crowded concerts rushing airports dinner reservations mickey mouse,1
371,every time see post vaccine post reply recommend accuracy please vaccine gene therapy experimental gene therapy definition trial period long enough demonstrate safety,0
372,beg unproven vaccine fascist bastards,0
373,dont trust govt said experimental vaccine safe want believe took yea ok,0
374,day 7 postvaccine unless overworking oneself holidays symptom ive adverse effects felt little like bruised arm first two days similar vaccines excited 50 immunity three days,1
375,yall got vaccine morning words begin describe grateful,1
376,labs jabs frontrunners global covid19 vaccine race emerged first injections administered britain united states elsewhere heres look journeys three leading experimental vaccines,1
377,pumped vaccine rollout im finally excited future first time nearly year,1
378,give vaccine im ready,1
379,1st dose covid vaccine received gratefully today huge thanks scientists nhs teams efforts,1
380,come b cells cells grateful dose 1 covid vaccine honoured vaccinated one bittersweet hoping swift rollout across uk,1
381,im taking untested vaccine,0
382,thank front line essential workers braved pandemic grateful among vaccinated mast cell activation syndrome went great,1
383,feeling lot positive today news oxfordastrazeneca vaccine approved hoping itll real game changer really grateful nhs workers scientists much us right thank,1
384,covid vaccine god glory grateful researchers trial participants countless others made possible inspite difficult year many us still good god continue put hope faith lord,1
385,first death immediately vaccination pfizer biontech vaccine switzerland anti vax scared rushed vaccines wont bring much good,0
386,breastfeeding individuals able either vaccine thanks advocated us amp nurslings amp super grateful,1
387,im smiling mask grateful get covid19 vaccine morning,1
388,another victim covid cant help thinking photographs would stunning roll 3rd april hopeful news vaccine mean wedding get go ahead grateful health,1
389,excited get second dose pfizer couple weeks interested see symptoms like time schedule dont work next day editors interested story,1
390,science love almost 4yo happy equally pissed psychologist win getting vaccine wasnt gives hope future im grateful privileged hope everyone gets chance soon takes humanity,1
391,many brilliant people worked tirelessly make vaccine reality outcome american elections things list things grateful 2020,1
392,feeling excited grateful today got vaccinated covid @ chandler arizona,1
393,normally nothing changes bc dont change anything year pandemic amp end wvaccine amp get rid trump much desired change im grateful,1
394,im excited signed amp received ticket covid vaccine together beat devil,1
395,vaccine booked feeling overwhelmed grateful working nhs thinking vaccine comes late,1
396,safe need bio button,0
397,sincere grateful thanks oxfordaz team mhra incredibly efficient development clinical evaluation covid19 vaccine science triumphs however panacea effective testing still absolute must turn,1
398,dont need toxic vaccine,0
399,kim taehyung personally administered covid19 vaccine im grateful,1
400,2020 rough year everyone plenty things grateful,1
401,rushed vaccines appear matter months people think vaccine end lockdown things go back normal tier 4 basically national lockdown last spring long start putting people prison,0
402,cohort grad school still group chat talking excited gottenbe getting vaccine essential,1
403,madagascar continued herb treatment governments decided wait possibly dangerous unproven vaccine madagascar currently new cases deaths,0
404,seeing many medical professionals post online receiving vaccine incredibly heartwarming given dealing many months beyond grateful continue front lines benefit broader community,1
405,vaccine makes infertile loldepopulation deaths well counting covid deaths ya know,0
406,parents getting coronavirus vaccine today im excited,1
407,received first covid19 vaccine yesterday made pretty tired arm sore otherwise feeling great grateful vaccine made available team,1
408,good news day worth remembering grateful volunteers took part oxford vaccine trial owe lot,1
409,forceinjecting citizens fasttracked experimental liabilityfree vaccine unethical unconstitutional medical mandates dont belong free society let person choose care bodies,0
410,jobs offering vaccine im good,1
411,parents able schedule covid vaccine appointments 65 type 2 diabetes high risk quarantined since march excited protected,1
412,ghana president finally reject amp exposes bill gate deadly vaccine africa,0
413,saying deadly vaccine,0
414,vaccines experimental highly invasive unproven rushing vaccination promising cure worst vax slowlya timeobserve,0
